sent_id	n	tokens_used	add1_log10P	add1_perplexity	addK_log10P	addK_perplexity	token_type_sum
290	4	24	-70.986960	907.3817	-71.020931	910.3438	126.00
291	2	28	-83.120240	930.2079	-83.350953	948.0249	133.00
291	3	28	-83.098676	928.5597	-83.308254	944.7019	133.00
291	4	28	-83.098676	928.5597	-83.308254	944.7019	133.00
292	2	26	-77.226553	933.7960	-77.468767	954.0430	127.00
292	3	26	-77.193091	931.0329	-77.402670	948.4747	127.00
292	4	26	-77.193091	931.0329	-77.402670	948.4747	127.00
293	2	28	-82.824911	907.8886	-82.885023	912.3877	141.00
293	3	28	-83.099160	928.5967	-83.309222	944.7771	140.00
293	4	28	-83.098676	928.5597	-83.308254	944.7019	140.00
294	2	28	-82.831220	908.3597	-82.897668	913.3369	133.00
294	3	28	-83.099160	928.5967	-83.309222	944.7771	132.00
294	4	28	-83.098676	928.5597	-83.308254	944.7019	132.00
295	2	26	-77.225186	933.6830	-77.466196	953.8258	128.00
295	3	26	-77.193091	931.0329	-77.402670	948.4747	128.00
295	4	26	-77.193091	931.0329	-77.402670	948.4747	128.00
296	2	28	-83.124580	930.5399	-83.359596	948.6990	127.00
296	3	28	-83.098676	928.5597	-83.308254	944.7019	127.00
296	4	28	-83.098676	928.5597	-83.308254	944.7019	127.00
297	2	26	-77.209822	932.4135	-77.435719	951.2549	126.00
297	3	26	-77.193091	931.0329	-77.402670	948.4747	126.00
297	4	26	-77.193091	931.0329	-77.402670	948.4747	126.00
298	2	26	-77.236604	934.6276	-77.488642	955.7238	134.00
298	3	26	-77.193091	931.0329	-77.402670	948.4747	134.00
298	4	26	-77.193091	931.0329	-77.402670	948.4747	134.00
299	2	27	-80.169859	931.6527	-80.402965	950.3588	129.00
299	3	27	-80.145883	929.7497	-80.355462	946.5166	129.00
299	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
300	2	32	-94.656210	907.8342	-94.736051	913.0648	155.00
300	3	32	-94.910330	924.5870	-95.120391	938.6685	154.00
300	4	32	-94.909846	924.5548	-95.119424	938.6031	154.00
301	2	31	-91.991966	927.8607	-92.235629	944.8065	152.00
301	3	31	-91.957053	925.4577	-92.166632	939.9768	152.00
301	4	31	-91.957053	925.4577	-92.166632	939.9768	152.00
302	2	27	-80.166480	931.3842	-80.396226	949.8128	129.00
302	3	27	-80.145883	929.7497	-80.355462	946.5166	129.00
302	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
303	2	31	-91.708623	908.5371	-91.793441	914.2790	143.00
303	3	31	-91.957537	925.4909	-92.167599	940.0444	142.00
303	4	31	-91.957053	925.4577	-92.166632	939.9768	142.00
304	2	28	-83.116859	929.9492	-83.344206	947.4991	141.00
304	3	28	-83.098676	928.5597	-83.308254	944.7019	141.00
304	4	28	-83.098676	928.5597	-83.308254	944.7019	141.00
305	2	27	-80.177018	932.2216	-80.417082	951.5036	133.00
305	3	27	-80.145883	929.7497	-80.355462	946.5166	133.00
305	4	27	-80.145883	929.7497	-80.355462	946.5166	133.00
306	2	26	-77.213203	932.6927	-77.442467	951.8235	133.00
306	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
306	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
307	2	28	-83.130774	931.0140	-83.371791	949.6509	135.00
307	3	28	-83.098676	928.5597	-83.308254	944.7019	135.00
307	4	28	-83.098676	928.5597	-83.308254	944.7019	135.00
308	2	26	-77.227585	933.8814	-77.470949	954.2274	135.00
308	3	26	-77.193091	931.0329	-77.402670	948.4747	135.00
308	4	26	-77.193091	931.0329	-77.402670	948.4747	135.00
309	2	29	-86.079217	929.4989	-86.315902	947.1318	133.00
309	3	29	-86.051468	927.4532	-86.261047	943.0156	133.00
309	4	29	-86.051468	927.4532	-86.261047	943.0156	133.00
310	2	30	-88.733423	907.3623	-88.796502	911.7660	149.00
310	3	30	-89.004745	926.4560	-89.214807	941.5142	148.00
310	4	30	-89.004261	926.4216	-89.213839	941.4443	148.00
311	2	26	-77.223738	933.5633	-77.463307	953.5818	124.00
311	3	26	-77.193091	931.0329	-77.402670	948.4747	124.00
311	4	26	-77.193091	931.0329	-77.402670	948.4747	124.00
312	2	26	-77.221324	933.3637	-77.458492	953.1753	136.00
312	3	26	-77.193091	931.0329	-77.402670	948.4747	136.00
312	4	26	-77.193091	931.0329	-77.402670	948.4747	136.00
313	2	26	-77.210306	932.4534	-77.436687	951.3364	133.00
313	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
313	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
314	2	25	-74.257997	933.9420	-74.484861	953.6620	135.00
314	3	25	-74.240299	932.4208	-74.449877	950.5940	135.00
314	4	25	-74.240299	932.4208	-74.449877	950.5940	135.00
315	2	25	-74.261376	934.2327	-74.491598	954.2538	119.00
315	3	25	-74.240299	932.4208	-74.449877	950.5940	119.00
315	4	25	-74.240299	932.4208	-74.449877	950.5940	119.00
316	2	27	-80.176044	932.1442	-80.415124	951.3447	141.00
316	3	27	-80.145883	929.7497	-80.355462	946.5166	141.00
316	4	27	-80.145883	929.7497	-80.355462	946.5166	141.00
317	2	27	-80.181761	932.5988	-80.426383	952.2586	130.00
317	3	27	-80.145883	929.7497	-80.355462	946.5166	130.00
317	4	27	-80.145883	929.7497	-80.355462	946.5166	130.00
318	2	31	-91.687158	907.0897	-91.751132	911.4103	161.00
318	3	31	-91.957537	925.4909	-92.167599	940.0444	160.00
318	4	31	-91.957053	925.4577	-92.166632	939.9768	160.00
319	2	29	-86.072552	929.0071	-86.302793	946.1465	130.00
319	3	29	-86.051468	927.4532	-86.261047	943.0156	130.00
319	4	29	-86.051468	927.4532	-86.261047	943.0156	130.00
320	2	26	-77.220840	933.3237	-77.457527	953.0938	131.00
320	3	26	-77.193091	931.0329	-77.402670	948.4747	131.00
320	4	26	-77.193091	931.0329	-77.402670	948.4747	131.00
321	2	28	-83.133665	931.2354	-83.377548	950.1006	132.00
321	3	28	-83.098676	928.5597	-83.308254	944.7019	132.00
321	4	28	-83.098676	928.5597	-83.308254	944.7019	132.00
322	2	26	-76.928018	909.4313	-76.996774	914.9859	126.00
322	3	26	-77.193575	931.0728	-77.403637	948.5560	125.00
322	4	26	-77.193091	931.0329	-77.402670	948.4747	125.00
323	2	28	-83.126909	930.7181	-83.364079	949.0488	136.00
323	3	28	-83.098676	928.5597	-83.308254	944.7019	136.00
323	4	28	-83.098676	928.5597	-83.308254	944.7019	136.00
324	2	27	-80.171788	931.8060	-80.406808	950.6703	132.00
324	3	27	-80.145883	929.7497	-80.355462	946.5166	132.00
324	4	27	-80.145883	929.7497	-80.355462	946.5166	132.00
325	2	28	-83.132697	931.1613	-83.375613	949.9494	135.00
325	3	28	-83.098676	928.5597	-83.308254	944.7019	135.00
325	4	28	-83.098676	928.5597	-83.308254	944.7019	135.00
326	2	28	-83.126985	930.7239	-83.364375	949.0719	139.00
326	3	28	-83.098676	928.5597	-83.308254	944.7019	139.00
326	4	28	-83.098676	928.5597	-83.308254	944.7019	139.00
327	2	32	-94.353827	888.2948	-94.256418	882.0903	161.00
327	3	32	-94.910813	924.6192	-95.121359	938.7338	159.00
327	4	32	-94.909846	924.5548	-95.119424	938.6031	159.00
328	2	28	-82.827838	908.1071	-82.890917	912.8300	145.00
328	3	28	-83.099160	928.5967	-83.309222	944.7771	144.00
328	4	28	-83.098676	928.5597	-83.308254	944.7019	144.00
329	2	25	-74.257997	933.9420	-74.484861	953.6620	145.00
329	3	25	-74.240299	932.4208	-74.449877	950.5940	145.00
329	4	25	-74.240299	932.4208	-74.449877	950.5940	145.00
330	2	27	-80.165032	931.2693	-80.393342	949.5791	135.00
330	3	27	-80.145883	929.7497	-80.355462	946.5166	135.00
330	4	27	-80.145883	929.7497	-80.355462	946.5166	135.00
331	2	31	-91.688603	907.1871	-91.754006	911.6049	151.00
331	3	31	-91.957537	925.4909	-92.167599	940.0444	150.00
331	4	31	-91.957053	925.4577	-92.166632	939.9768	150.00
332	2	28	-83.140334	931.7462	-83.390676	951.1268	133.00
332	3	28	-83.098676	928.5597	-83.308254	944.7019	133.00
332	4	28	-83.098676	928.5597	-83.308254	944.7019	133.00
333	2	26	-76.921259	908.8871	-76.983295	913.8943	133.00
333	3	26	-77.193575	931.0728	-77.403637	948.5560	132.00
333	4	26	-77.193091	931.0329	-77.402670	948.4747	132.00
334	2	28	-82.832188	908.4320	-82.899603	913.4822	140.00
334	3	28	-83.099160	928.5967	-83.309222	944.7771	139.00
334	4	28	-83.098676	928.5597	-83.308254	944.7019	139.00
335	2	25	-74.258962	934.0250	-74.486783	953.8308	118.00
335	3	25	-74.240299	932.4208	-74.449877	950.5940	118.00
335	4	25	-74.240299	932.4208	-74.449877	950.5940	118.00
336	2	28	-82.550207	887.6090	-82.459969	881.0466	141.00
336	3	28	-83.099644	928.6336	-83.310189	944.8522	139.00
336	4	28	-83.098676	928.5597	-83.308254	944.7019	139.00
337	2	31	-91.977653	926.8748	-92.207411	942.8283	147.00
337	3	31	-91.957053	925.4577	-92.166632	939.9768	147.00
337	4	31	-91.957053	925.4577	-92.166632	939.9768	147.00
338	2	28	-82.829286	908.2152	-82.893806	913.0468	128.00
338	3	28	-83.099160	928.5967	-83.309222	944.7771	127.00
338	4	28	-83.098676	928.5597	-83.308254	944.7019	127.00
339	2	28	-83.127392	930.7551	-83.365044	949.1241	133.00
339	3	28	-83.098676	928.5597	-83.308254	944.7019	133.00
339	4	28	-83.098676	928.5597	-83.308254	944.7019	133.00
340	2	29	-86.072552	929.0071	-86.302791	946.1463	136.00
340	3	29	-86.051468	927.4532	-86.261047	943.0156	136.00
340	4	29	-86.051468	927.4532	-86.261047	943.0156	136.00
341	2	25	-74.257030	933.8587	-74.482927	953.4920	112.00
341	3	25	-74.240299	932.4208	-74.449877	950.5940	112.00
341	4	25	-74.240299	932.4208	-74.449877	950.5940	112.00
342	2	26	-77.212236	932.6128	-77.440534	951.6606	134.00
342	3	26	-77.193091	931.0329	-77.402670	948.4747	134.00
342	4	26	-77.193091	931.0329	-77.402670	948.4747	134.00
343	2	28	-82.545054	887.2329	-82.449993	880.3241	143.00
343	3	28	-83.099644	928.6336	-83.310189	944.8522	141.00
343	4	28	-83.098676	928.5597	-83.308254	944.7019	141.00
344	2	29	-86.082115	929.7128	-86.321684	947.5667	153.00
344	3	29	-86.051468	927.4532	-86.261047	943.0156	153.00
344	4	29	-86.051468	927.4532	-86.261047	943.0156	153.00
345	2	27	-79.883136	909.1482	-79.954036	914.6619	138.00
345	3	27	-80.146367	929.7881	-80.356429	946.5946	137.00
345	4	27	-80.145883	929.7497	-80.355462	946.5166	137.00
346	2	25	-74.259928	934.1080	-74.488709	954.0000	126.00
346	3	25	-74.240299	932.4208	-74.449877	950.5940	126.00
346	4	25	-74.240299	932.4208	-74.449877	950.5940	126.00
347	2	25	-74.264270	934.4817	-74.497363	954.7607	129.00
347	3	25	-74.240299	932.4208	-74.449877	950.5940	129.00
347	4	25	-74.240299	932.4208	-74.449877	950.5940	129.00
348	2	28	-83.129240	930.8965	-83.368570	949.3993	131.00
348	3	28	-83.098676	928.5597	-83.308254	944.7019	131.00
348	4	28	-83.098676	928.5597	-83.308254	944.7019	131.00
349	2	26	-76.924641	909.1594	-76.990044	914.4407	122.00
349	3	26	-77.193575	931.0728	-77.403637	948.5560	121.00
349	4	26	-77.193091	931.0329	-77.402670	948.4747	121.00
350	2	27	-80.181839	932.6050	-80.426686	952.2832	132.00
350	3	27	-80.145883	929.7497	-80.355462	946.5166	132.00
350	4	27	-80.145883	929.7497	-80.355462	946.5166	132.00
351	2	28	-83.118791	930.0970	-83.348062	947.7996	143.00
351	3	28	-83.098676	928.5597	-83.308254	944.7019	143.00
351	4	28	-83.098676	928.5597	-83.308254	944.7019	143.00
352	2	27	-80.165994	931.3456	-80.395250	949.7337	133.00
352	3	27	-80.145883	929.7497	-80.355462	946.5166	133.00
352	4	27	-80.145883	929.7497	-80.355462	946.5166	133.00
353	2	29	-85.783046	907.8960	-85.848533	912.6289	140.00
353	3	29	-86.051952	927.4888	-86.262014	943.0880	139.00
353	4	29	-86.051468	927.4532	-86.261047	943.0156	139.00
354	2	28	-83.132224	931.1250	-83.374689	949.8772	141.00
354	3	28	-83.098676	928.5597	-83.308254	944.7019	141.00
354	4	28	-83.098676	928.5597	-83.308254	944.7019	141.00
355	2	25	-73.979883	910.3226	-74.052946	916.4692	124.00
355	3	25	-74.240782	932.4623	-74.450844	950.6787	123.00
355	4	25	-74.240299	932.4208	-74.449877	950.5940	123.00
356	2	29	-86.087347	930.0991	-86.331970	948.3409	134.00
356	3	29	-86.051468	927.4532	-86.261047	943.0156	134.00
356	4	29	-86.051468	927.4532	-86.261047	943.0156	134.00
357	2	29	-85.783048	907.8961	-85.848539	912.6294	144.00
357	3	29	-86.051952	927.4888	-86.262014	943.0880	143.00
357	4	29	-86.051468	927.4532	-86.261047	943.0156	143.00
358	2	25	-74.260893	934.1911	-74.490633	954.1690	128.00
358	3	25	-74.240299	932.4208	-74.449877	950.5940	128.00
358	4	25	-74.240299	932.4208	-74.449877	950.5940	128.00
359	2	28	-83.128357	930.8290	-83.366968	949.2743	124.00
359	3	28	-83.098676	928.5597	-83.308254	944.7019	124.00
359	4	28	-83.098676	928.5597	-83.308254	944.7019	124.00
360	2	25	-74.257997	933.9420	-74.484861	953.6620	123.00
360	3	25	-74.240299	932.4208	-74.449877	950.5940	123.00
360	4	25	-74.240299	932.4208	-74.449877	950.5940	123.00
361	2	28	-82.836922	908.7857	-82.908864	914.1782	145.00
361	3	28	-83.099160	928.5967	-83.309222	944.7771	144.00
361	4	28	-83.098676	928.5597	-83.308254	944.7019	144.00
362	2	24	-71.018971	910.1726	-71.084128	915.8802	110.00
362	3	24	-70.986960	907.3817	-71.020931	910.3438	110.00
362	4	24	-70.986960	907.3817	-71.020931	910.3438	110.00
363	2	27	-79.873570	908.4068	-79.935133	913.1886	141.00
363	3	27	-80.146367	929.7881	-80.356429	946.5946	140.00
363	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
364	2	26	-77.225666	933.7227	-77.467146	953.9061	122.00
364	3	26	-77.193091	931.0329	-77.402670	948.4747	122.00
364	4	26	-77.193091	931.0329	-77.402670	948.4747	122.00
365	2	31	-91.699161	907.8988	-91.774939	913.0234	149.00
365	3	31	-91.957537	925.4909	-92.167599	940.0444	148.00
365	4	31	-91.957053	925.4577	-92.166632	939.9768	148.00
366	2	27	-80.189313	933.1996	-80.441113	953.4556	132.00
366	3	27	-80.145883	929.7497	-80.355462	946.5166	132.00
366	4	27	-80.145883	929.7497	-80.355462	946.5166	132.00
367	2	28	-82.827809	908.1049	-82.890805	912.8216	136.00
367	3	28	-83.099160	928.5967	-83.309222	944.7771	135.00
367	4	28	-83.098676	928.5597	-83.308254	944.7019	135.00
368	2	28	-82.834085	908.5737	-82.903320	913.7615	143.00
368	3	28	-83.099160	928.5967	-83.309222	944.7771	142.00
368	4	28	-83.098676	928.5597	-83.308254	944.7019	142.00
369	2	25	-73.967017	909.2445	-74.027611	914.3331	126.00
369	3	25	-74.240782	932.4623	-74.450844	950.6787	125.00
369	4	25	-74.240299	932.4208	-74.449877	950.5940	125.00
370	2	25	-74.259447	934.0667	-74.487755	953.9161	124.00
370	3	25	-74.240299	932.4208	-74.449877	950.5940	124.00
370	4	25	-74.240299	932.4208	-74.449877	950.5940	124.00
371	2	30	-88.758272	909.0946	-88.845571	915.2063	148.00
371	3	30	-89.004745	926.4560	-89.214807	941.5142	147.00
371	4	30	-89.004261	926.4216	-89.213839	941.4443	147.00
372	2	28	-82.841642	909.1385	-82.918071	914.8706	133.00
372	3	28	-83.099160	928.5967	-83.309222	944.7771	132.00
372	4	28	-83.098676	928.5597	-83.308254	944.7019	132.00
373	2	26	-77.218513	933.1314	-77.453053	952.7162	124.00
373	3	26	-77.193091	931.0329	-77.402670	948.4747	124.00
373	4	26	-77.193091	931.0329	-77.402670	948.4747	124.00
374	2	27	-79.886436	909.4040	-79.960466	915.1636	134.00
374	3	27	-80.146367	929.7881	-80.356429	946.5946	133.00
374	4	27	-80.145883	929.7497	-80.355462	946.5166	133.00
375	2	28	-82.835050	908.6458	-82.905244	913.9061	135.00
375	3	28	-83.099160	928.5967	-83.309222	944.7771	134.00
375	4	28	-83.098676	928.5597	-83.308254	944.7019	134.00
376	2	25	-74.259446	934.0666	-74.487750	953.9157	126.00
376	3	25	-74.240299	932.4208	-74.449877	950.5940	126.00
376	4	25	-74.240299	932.4208	-74.449877	950.5940	126.00
377	2	31	-91.399102	887.8879	-91.299765	881.3607	160.00
377	3	31	-91.958021	925.5242	-92.168566	940.1119	158.00
377	4	31	-91.957053	925.4577	-92.166632	939.9768	158.00
378	2	30	-88.443410	887.3882	-88.341186	880.4530	154.00
378	3	30	-88.704199	905.3294	-88.738653	907.7266	153.00
378	4	30	-88.703715	905.2958	-88.737685	907.6593	153.00
379	2	30	-88.751592	908.6286	-88.832398	914.2815	154.00
379	3	30	-89.004745	926.4560	-89.214807	941.5142	153.00
379	4	30	-89.004261	926.4216	-89.213839	941.4443	153.00
380	2	29	-86.081148	929.6414	-86.319752	947.4214	148.00
380	3	29	-86.051468	927.4532	-86.261047	943.0156	148.00
380	4	29	-86.051468	927.4532	-86.261047	943.0156	148.00
381	2	28	-83.128836	930.8657	-83.367916	949.3483	125.00
381	3	28	-83.098676	928.5597	-83.308254	944.7019	125.00
381	4	28	-83.098676	928.5597	-83.308254	944.7019	125.00
382	2	28	-82.831701	908.3956	-82.898623	913.4086	147.00
382	3	28	-83.099160	928.5967	-83.309222	944.7771	146.00
382	4	28	-83.098676	928.5597	-83.308254	944.7019	146.00
383	2	26	-77.218511	933.1312	-77.453044	952.7155	118.00
383	3	26	-77.193091	931.0329	-77.402670	948.4747	118.00
383	4	26	-77.193091	931.0329	-77.402670	948.4747	118.00
384	2	25	-74.267563	934.7652	-74.503765	955.3238	111.00
384	3	25	-74.240299	932.4208	-74.449877	950.5940	111.00
384	4	25	-74.240299	932.4208	-74.449877	950.5940	111.00
385	2	26	-77.213201	932.6926	-77.442458	951.8227	125.00
385	3	26	-77.193091	931.0329	-77.402670	948.4747	125.00
385	4	26	-77.193091	931.0329	-77.402670	948.4747	125.00
386	2	26	-77.230890	934.1548	-77.477398	954.7725	127.00
386	3	26	-77.193091	931.0329	-77.402670	948.4747	127.00
386	4	26	-77.193091	931.0329	-77.402670	948.4747	127.00
387	2	27	-80.165517	931.3078	-80.394313	949.6578	141.00
387	3	27	-80.145883	929.7497	-80.355462	946.5166	141.00
387	4	27	-80.145883	929.7497	-80.355462	946.5166	141.00
388	2	25	-73.967986	909.3256	-74.029548	914.4962	137.00
388	3	25	-74.240782	932.4623	-74.450844	950.6787	136.00
388	4	25	-74.240299	932.4208	-74.449877	950.5940	136.00
389	2	26	-77.213206	932.6930	-77.442477	951.8244	126.00
389	3	26	-77.193091	931.0329	-77.402670	948.4747	126.00
389	4	26	-77.193091	931.0329	-77.402670	948.4747	126.00
390	2	29	-86.072065	928.9712	-86.301811	946.0727	144.00
390	3	29	-86.051468	927.4532	-86.261047	943.0156	144.00
390	4	29	-86.051468	927.4532	-86.261047	943.0156	144.00
391	2	27	-80.177011	932.2211	-80.417056	951.5015	128.00
391	3	27	-80.145883	929.7497	-80.355462	946.5166	128.00
391	4	27	-80.145883	929.7497	-80.355462	946.5166	128.00
392	2	30	-89.044391	929.2796	-89.293063	947.1863	142.00
392	3	30	-89.004261	926.4216	-89.213839	941.4443	142.00
392	4	30	-89.004261	926.4216	-89.213839	941.4443	142.00
393	2	25	-74.268047	934.8069	-74.504732	955.4089	125.00
393	3	25	-74.240299	932.4208	-74.449877	950.5940	125.00
393	4	25	-74.240299	932.4208	-74.449877	950.5940	125.00
394	2	26	-77.221805	933.4035	-77.459449	953.2560	127.00
394	3	26	-77.193091	931.0329	-77.402670	948.4747	127.00
394	4	26	-77.193091	931.0329	-77.402670	948.4747	127.00
395	2	27	-80.179017	932.3806	-80.421200	951.8378	140.00
395	3	27	-80.145883	929.7497	-80.355462	946.5166	140.00
395	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
396	2	27	-80.163582	931.1541	-80.390446	949.3447	140.00
396	3	27	-80.145883	929.7497	-80.355462	946.5166	140.00
396	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
397	2	30	-88.743473	908.0625	-88.816375	913.1578	146.00
397	3	30	-89.004745	926.4560	-89.214807	941.5142	145.00
397	4	30	-89.004261	926.4216	-89.213839	941.4443	145.00
398	2	30	-89.028716	928.1622	-89.262292	944.9520	147.00
398	3	30	-89.004261	926.4216	-89.213839	941.4443	147.00
398	4	30	-89.004261	926.4216	-89.213839	941.4443	147.00
399	2	27	-80.176531	932.1829	-80.416101	951.4241	113.00
399	3	27	-80.145883	929.7497	-80.355462	946.5166	113.00
399	4	27	-80.145883	929.7497	-80.355462	946.5166	113.00
400	2	32	-94.656210	907.8342	-94.736051	913.0648	150.00
400	3	32	-94.910330	924.5870	-95.120391	938.6685	149.00
400	4	32	-94.909846	924.5548	-95.119424	938.6031	149.00
401	2	26	-76.916988	908.5435	-76.974922	913.2169	129.00
401	3	26	-76.892545	906.5788	-76.926516	909.3104	129.00
401	4	26	-76.892545	906.5788	-76.926516	909.3104	129.00
402	2	29	-85.787844	908.2419	-85.858045	913.3184	133.00
402	3	29	-86.051952	927.4888	-86.262014	943.0880	132.00
402	4	29	-86.051468	927.4532	-86.261047	943.0156	132.00
403	2	27	-80.174600	932.0294	-80.412252	951.1118	124.00
403	3	27	-80.145883	929.7497	-80.355462	946.5166	124.00
403	4	27	-80.145883	929.7497	-80.355462	946.5166	124.00
404	2	31	-91.686699	907.0588	-91.750261	911.3514	159.00
404	3	31	-91.957537	925.4909	-92.167599	940.0444	158.00
404	4	31	-91.957053	925.4577	-92.166632	939.9768	158.00
405	2	28	-82.842218	909.1816	-82.919397	914.9704	137.00
405	3	28	-83.099160	928.5967	-83.309222	944.7771	136.00
405	4	28	-83.098676	928.5597	-83.308254	944.7019	136.00
406	2	30	-88.747256	908.3262	-88.823769	913.6762	144.00
406	3	30	-89.004745	926.4560	-89.214807	941.5142	143.00
406	4	30	-89.004261	926.4216	-89.213839	941.4443	143.00
407	2	27	-80.170338	931.6907	-80.403913	950.4356	140.00
407	3	27	-80.145883	929.7497	-80.355462	946.5166	140.00
407	4	27	-80.145883	929.7497	-80.355462	946.5166	140.00
408	2	29	-85.794546	908.7253	-85.871297	914.2800	137.00
408	3	29	-86.051952	927.4888	-86.262014	943.0880	136.00
408	4	29	-86.051468	927.4532	-86.261047	943.0156	136.00
409	2	26	-77.233222	934.3477	-77.481893	955.1527	119.00
409	3	26	-77.193091	931.0329	-77.402670	948.4747	119.00
409	4	26	-77.193091	931.0329	-77.402670	948.4747	119.00
410	2	27	-80.176530	932.1829	-80.416099	951.4239	128.00
410	3	27	-80.145883	929.7497	-80.355462	946.5166	128.00
410	4	27	-80.145883	929.7497	-80.355462	946.5166	128.00
411	2	27	-79.873086	908.3693	-79.934163	913.1131	130.00
411	3	27	-80.146367	929.7881	-80.356429	946.5946	129.00
411	4	27	-80.145883	929.7497	-80.355462	946.5166	129.00
412	2	25	-74.264742	934.5223	-74.498284	954.8416	124.00
412	3	25	-74.240299	932.4208	-74.449877	950.5940	124.00
412	4	25	-74.240299	932.4208	-74.449877	950.5940	124.00
413	2	33	-97.613269	907.7742	-97.697203	913.1062	160.00
413	3	33	-97.863122	923.7387	-98.073184	937.3778	159.00
413	4	33	-97.862638	923.7075	-98.072217	937.3145	159.00
414	2	30	-88.744440	908.1300	-88.818307	913.2932	147.00
414	3	30	-89.004745	926.4560	-89.214807	941.5142	146.00
414	4	30	-89.004261	926.4216	-89.213839	941.4443	146.00
415	2	30	-88.743470	908.0623	-88.816364	913.1570	145.00
415	3	30	-89.004745	926.4560	-89.214807	941.5142	144.00
415	4	30	-89.004261	926.4216	-89.213839	941.4443	144.00
416	2	29	-85.783019	907.8940	-85.848426	912.6212	151.00
416	3	29	-86.051952	927.4888	-86.262014	943.0880	150.00
416	4	29	-86.051468	927.4532	-86.261047	943.0156	150.00
417	2	26	-76.935090	910.0011	-77.010554	916.1031	126.00
417	3	26	-77.193575	931.0728	-77.403637	948.5560	125.00
417	4	26	-77.193091	931.0329	-77.402670	948.4747	125.00
418	2	26	-76.920775	908.8482	-76.982327	913.8160	130.00
418	3	26	-77.193575	931.0728	-77.403637	948.5560	129.00
418	4	26	-77.193091	931.0329	-77.402670	948.4747	129.00
419	2	26	-77.213206	932.6929	-77.442475	951.8242	125.00
419	3	26	-77.193091	931.0329	-77.402670	948.4747	125.00
419	4	26	-77.193091	931.0329	-77.402670	948.4747	125.00
420	2	23	-68.355792	937.5425	-68.586015	959.4021	128.00
420	3	23	-68.334714	935.5662	-68.544292	955.4030	128.00
420	4	23	-68.334714	935.5662	-68.544292	955.4030	128.00
421	2	28	-82.831220	908.3597	-82.897668	913.3369	132.00
421	3	28	-83.099160	928.5967	-83.309222	944.7771	131.00
421	4	28	-83.098676	928.5597	-83.308254	944.7019	131.00
422	2	28	-83.115407	929.8382	-83.341304	947.2730	140.00
422	3	28	-83.098676	928.5597	-83.308254	944.7019	140.00
422	4	28	-83.098676	928.5597	-83.308254	944.7019	140.00
423	2	25	-74.257997	933.9420	-74.484861	953.6620	126.00
423	3	25	-74.240299	932.4208	-74.449877	950.5940	126.00
423	4	25	-74.240299	932.4208	-74.449877	950.5940	126.00
424	2	29	-85.791645	908.5160	-85.865506	913.8597	147.00
424	3	29	-86.051952	927.4888	-86.262014	943.0880	146.00
424	4	29	-86.051468	927.4532	-86.261047	943.0156	146.00
425	2	32	-94.961962	928.0285	-95.222388	945.5829	155.00
425	3	32	-94.909846	924.5548	-95.119424	938.6031	155.00
425	4	32	-94.909846	924.5548	-95.119424	938.6031	155.00
426	2	26	-77.220840	933.3237	-77.457525	953.0936	133.00
426	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
426	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
427	2	26	-77.218502	933.1305	-77.453011	952.7127	138.00
427	3	26	-77.193091	931.0329	-77.402670	948.4747	138.00
427	4	26	-77.193091	931.0329	-77.402670	948.4747	138.00
428	2	29	-85.797895	908.9669	-85.877918	914.7607	130.00
428	3	29	-86.051952	927.4888	-86.262014	943.0880	129.00
428	4	29	-86.051468	927.4532	-86.261047	943.0156	129.00
429	2	29	-86.095949	930.7345	-86.348954	949.6206	133.00
429	3	29	-86.051468	927.4532	-86.261047	943.0156	133.00
429	4	29	-86.051468	927.4532	-86.261047	943.0156	133.00
430	2	29	-85.798316	908.9974	-85.878641	914.8132	135.00
430	3	29	-86.051952	927.4888	-86.262014	943.0880	134.00
430	4	29	-86.051468	927.4532	-86.261047	943.0156	134.00
431	2	26	-77.220356	933.2837	-77.456558	953.0120	133.00
431	3	26	-77.193091	931.0329	-77.402670	948.4747	133.00
431	4	26	-77.193091	931.0329	-77.402670	948.4747	133.00
432	2	25	-74.260895	934.1913	-74.490641	954.1698	133.00
432	3	25	-74.240299	932.4208	-74.449877	950.5940	133.00
432	4	25	-74.240299	932.4208	-74.449877	950.5940	133.00
433	2	27	-80.171303	931.7674	-80.405837	950.5916	131.00
433	3	27	-80.145883	929.7497	-80.355462	946.5166	131.00
433	4	27	-80.145883	929.7497	-80.355462	946.5166	131.00
434	2	24	-71.308584	935.8171	-71.538805	956.7172	119.00
434	3	24	-71.287506	933.9266	-71.497085	952.8953	119.00
434	4	24	-71.287506	933.9266	-71.497085	952.8953	119.00
435	2	27	-79.875014	908.5187	-79.938002	913.4121	126.00
435	3	27	-80.146367	929.7881	-80.356429	946.5946	125.00
