token	count	p
-00,	1	0.00000031
-10,000;	1	0.00000031
-11	1	0.00000031
-114"	1	0.00000031
-12	1	0.00000031
-14	1	0.00000031
-1450	1	0.00000031
-166	1	0.00000031
-16’	1	0.00000031
-19ના	1	0.00000031
-1થી	1	0.00000031
-2""	1	0.00000031
-2."	1	0.00000031
-20%	1	0.00000031
-2000	1	0.00000031
-2007;	1	0.00000031
-2020	1	0.00000031
-22	1	0.00000031
-233	1	0.00000031
-25	1	0.00000031
-27,	1	0.00000031
-29	1	0.00000031
-2:	1	0.00000031
-3,	1	0.00000031
-3."	1	0.00000031
-30	1	0.00000031
-300,	1	0.00000031
-377	1	0.00000031
-4,	1	0.00000031
-407	1	0.00000031
-6	1	0.00000031
-600	1	0.00000031
-69.5	1	0.00000031
-7,	1	0.00000031
-9.26%"	1	0.00000031
-9613	1	0.00000031
-The	1	0.00000031
-x,	1	0.00000031
-y,	1	0.00000031
-z	1	0.00000031
-અડવાણી"	1	0.00000031
-અપ્સ."	1	0.00000031
-અમંબિયનની	1	0.00000031
-અલગ	1	0.00000031
-ઇન	1	0.00000031
-એક	1	0.00000031
-કર્મચારીઓ	1	0.00000031
-કાલાવડ	1	0.00000031
-કોરોના	1	0.00000031
-ક્ષમતા,	1	0.00000031
-ગૌરવ	1	0.00000031
-ચાર	1	0.00000031
-છોકરીનું	1	0.00000031
-જસપ્રીત	1	0.00000031
-જાએ	1	0.00000031
-જાપાન	1	0.00000031
-જિજ્ઞેશ	1	0.00000031
-જીતેન્દ્રસિંહ	1	0.00000031
-જેમાં	1	0.00000031
-જો	1	0.00000031
-ટ્રેન	1	0.00000031
-તહેવાર	1	0.00000031
-થાળીમાં	1	0.00000031
-દાદીને	1	0.00000031
-દેશની	1	0.00000031
-ધંધા	1	0.00000031
-ધ્રોલ	1	0.00000031
-ન-ટ્રેન્ડ,	1	0.00000031
-પટકથા	1	0.00000031
-પાકિસ્તાનની	1	0.00000031
-પ્રવાસીઓને	1	0.00000031
-ફેના	1	0.00000031
-ફ્લોક;	1	0.00000031
-બરોજ	1	0.00000031
-બાયોટેક	1	0.00000031
-બીયર	1	0.00000031
-બે	1	0.00000031
-ભારત	1	0.00000031
-મુસલમાનનો	1	0.00000031
-મોટી	1	0.00000031
-મોબાઇલ	1	0.00000031
-મોરબી	1	0.00000031
-યુવાનો	1	0.00000031
-રચના	1	0.00000031
-રપ૮૮૦૮પ	1	0.00000031
-રાહત	1	0.00000031
-લ-પિત્તળના	1	0.00000031
-વેસ્ટમાં	1	0.00000031
-શાંતિલાલ	1	0.00000031
-સંકેત	1	0.00000031
-સમુહ	1	0.00000031
-સામે	1	0.00000031
-સારવારનો	1	0.00000031
-સેટ	1	0.00000031
-હદ."	1	0.00000031
-હુમરણને	1	0.00000031
-િ	1	0.00000031
-૦૧-૨૦૨૦ના	1	0.00000031
-૧"	1	0.00000031
-૧૫માં	1	0.00000031
-૧૭	1	0.00000031
-૧૯થી	1	0.00000031
-૧૯૭રની	1	0.00000031
-૨	1	0.00000031
-૨નું	1	0.00000031
-૨૦૧	1	0.00000031
-૨૦૧૭	1	0.00000031
-૨૦૪	1	0.00000031
-૨૫૧	1	0.00000031
-૩૦	1	0.00000031
-૩૦૧	1	0.00000031
-૩૭.૬૩	1	0.00000031
-૪	1	0.00000031
-૪૦.૩૨	1	0.00000031
-૪૩(૪)ની	1	0.00000031
-૫૦	1	0.00000031
-૫૬માં	1	0.00000031
-૯૫	1	0.00000031
.'	1	0.00000031
.'તે	1	0.00000031
..)માટે	1	0.00000031
...);"	1	0.00000031
....."	1	0.00000031
.....,	1	0.00000031
......"	1	0.00000031
......,	1	0.00000031
........."	1	0.00000031
.........."	1	0.00000031
.................."	1	0.00000031
....................."	1	0.00000031
...ખાસ	1	0.00000031
...મૂળ	1	0.00000031
..અને	1	0.00000031
..આ	1	0.00000031
..આપણં	1	0.00000031
..એ	1	0.00000031
..એટલે	1	0.00000031
..જયારે	1	0.00000031
..તેઓ	1	0.00000031
..પોષ	1	0.00000031
..બંને	1	0.00000031
..બસ	1	0.00000031
.06,	1	0.00000031
.1	1	0.00000031
.1000થી	1	0.00000031
.12,408	1	0.00000031
.15	1	0.00000031
.150	1	0.00000031
.2,000	1	0.00000031
.200	1	0.00000031
.25	1	0.00000031
.264	1	0.00000031
.500	1	0.00000031
.7420/18."	1	0.00000031
.|ઘણા	1	0.00000031
.અચાનક	1	0.00000031
.અહીંનો	1	0.00000031
.આજ	1	0.00000031
.આજે	1	0.00000031
.આઠાવલિન્સની	1	0.00000031
.આપણાં	1	0.00000031
.ઇટઝ	1	0.00000031
.ઉંબરા	1	0.00000031
.ઉંબરો	1	0.00000031
.એ."	1	0.00000031
.એક્ટિવા	1	0.00000031
.કઈ	1	0.00000031
.કુકબુક	1	0.00000031
.કુલ	1	0.00000031
.ગલા	1	0.00000031
.ગામની	1	0.00000031
.ગૃહપ્રવેશ	1	0.00000031
.ઘરની	1	0.00000031
.જૂના	1	0.00000031
.જેના	1	0.00000031
.જ્યારે	1	0.00000031
.તિલકવાડા	1	0.00000031
.તે	1	0.00000031
.તેની	1	0.00000031
.ધોરણ	1	0.00000031
.નિ	1	0.00000031
.પર	1	0.00000031
.પર્યટન	1	0.00000031
.પહેલાના	1	0.00000031
.પ્રાણની	1	0.00000031
.પ્રાન્ત	1	0.00000031
.બોન્ડ	1	0.00000031
.ભી	1	0.00000031
.ભુજ-અંજારના	1	0.00000031
.માનવી	1	0.00000031
.મ્જીગ્દન્ના	1	0.00000031
.રાત્રિનું	1	0.00000031
.લખતર	1	0.00000031
.શંકપણે,	1	0.00000031
.શત્રુ	1	0.00000031
.સફળતા	1	0.00000031
.સમૂહ	1	0.00000031
.સ્ત્રી	1	0.00000031
.હવે	1	0.00000031
.ાનિક,	1	0.00000031
.ાનિક-તકનીકી	1	0.00000031
.ી	1	0.00000031
.ુવાન	1	0.00000031
.ે	1	0.00000031
.૧૨	1	0.00000031
.૩	1	0.00000031
.૪/૧૧/૨૦૨૧	1	0.00000031
.”	1	0.00000031
.👉	1	0.00000031
/>(આ	1	0.00000031
/>બટેટાંને	1	0.00000031
/ઉના	1	0.00000031
/પાનકાર્ડ	1	0.00000031
/લોક	1	0.00000031
/૧	1	0.00000031
/૨૦૨૧	1	0.00000031
0%	1	0.00000031
0,	1	0.00000031
0-0	1	0.00000031
0-1	1	0.00000031
0-5થી	1	0.00000031
0-મીટર	1	0.00000031
0."	1	0.00000031
0.01-0.015	1	0.00000031
0.015-0.3	1	0.00000031
0.045	1	0.00000031
0.045,	1	0.00000031
0.25%	1	0.00000031
0.25-3	1	0.00000031
0.31	1	0.00000031
0.31%	1	0.00000031
0.36	1	0.00000031
0.4-0.6	1	0.00000031
0.53%	1	0.00000031
0.58	1	0.00000031
0.58%	1	0.00000031
0.6	1	0.00000031
0.63	1	0.00000031
0.73	1	0.00000031
0.973	1	0.00000031
0.973નો	1	0.00000031
00"	1	0.00000031
000"	1	0.00000031
000,	1	0.00000031
001	1	0.00000031
002	1	0.00000031
003	1	0.00000031
004	1	0.00000031
006"	1	0.00000031
006.69	1	0.00000031
009	1	0.00000031
009.71	1	0.00000031
01-મે	1	0.00000031
011-23382401"	1	0.00000031
011-23978046	1	0.00000031
011.20	1	0.00000031
0118200	1	0.00000031
013	1	0.00000031
016	1	0.00000031
018	1	0.00000031
01:30	1	0.00000031
01:32થી	1	0.00000031
02-02	1	0.00000031
02018	1	0.00000031
02029	1	0.00000031
022	1	0.00000031
023.70	1	0.00000031
024	1	0.00000031
02411	1	0.00000031
02411માં	1	0.00000031
0261	1	0.00000031
029	1	0.00000031
02:35	1	0.00000031
02:42	1	0.00000031
03-10-2021	1	0.00000031
03-10-2021-મોરબી,	1	0.00000031
03/10/2021	1	0.00000031
031	1	0.00000031
03350	1	0.00000031
034	1	0.00000031
035	1	0.00000031
036	1	0.00000031
037	1	0.00000031
038	1	0.00000031
039	1	0.00000031
039.05	1	0.00000031
03:25"	1	0.00000031
04-04	1	0.00000031
04/10/2021	1	0.00000031
043	1	0.00000031
044	1	0.00000031
044-29510500	1	0.00000031
044.10	1	0.00000031
05,	1	0.00000031
055	1	0.00000031
055.80	1	0.00000031
060	1	0.00000031
063	1	0.00000031
064	1	0.00000031
067	1	0.00000031
0678	1	0.00000031
0678."	1	0.00000031
069	1	0.00000031
07,07,200/-	1	0.00000031
07-10-2021	1	0.00000031
07-10-2021-પોરબંદર,	1	0.00000031
070	1	0.00000031
0720	1	0.00000031
074	1	0.00000031
0755	1	0.00000031
0755-2704201	1	0.00000031
079	1	0.00000031
079.22	1	0.00000031
08,	1	0.00000031
08-04	1	0.00000031
08-10-2021	1	0.00000031
08-10-2021-સુરેન્દ્રનગર"	1	0.00000031
080	1	0.00000031
081	1	0.00000031
082	1	0.00000031
083	1	0.00000031
086	1	0.00000031
0863	1	0.00000031
0863/01/2018	1	0.00000031
087	1	0.00000031
089	1	0.00000031
08:30	1	0.00000031
09"	1	0.00000031
09029	1	0.00000031
09029/09030	1	0.00000031
09030	1	0.00000031
09168	1	0.00000031
096	1	0.00000031
096.40	1	0.00000031
097	1	0.00000031
099	1	0.00000031
09:00	1	0.00000031
0રિયલ	1	0.00000031
1""	1	0.00000031
1%)	1	0.00000031
1%."	1	0.00000031
1%નો	1	0.00000031
1),	1	0.00000031
1,00,000	1	0.00000031
1,000,	1	0.00000031
1,000થી	1	0.00000031
1,000ને	1	0.00000031
1,001,	1	0.00000031
1,0118200ની	1	0.00000031
1,03,006	1	0.00000031
1,04,341	1	0.00000031
1,043	1	0.00000031
1,06,99,410	1	0.00000031
1,060	1	0.00000031
1,089	1	0.00000031
1,09,43,070	1	0.00000031
1,10,00,000.	1	0.00000031
1,10,000	1	0.00000031
1,10,05,850	1	0.00000031
1,11,16,854	1	0.00000031
1,12,020	1	0.00000031
1,13,800.	1	0.00000031
1,13.909	1	0.00000031
1,14,287	1	0.00000031
1,144	1	0.00000031
1,15,130	1	0.00000031
1,15,174	1	0.00000031
1,16,393	1	0.00000031
1,167	1	0.00000031
1,175	1	0.00000031
1,199.99"	1	0.00000031
1,20,000	1	0.00000031
1,20,900	1	0.00000031
1,229	1	0.00000031
1,230	1	0.00000031
1,24,000	1	0.00000031
1,25,144	1	0.00000031
1,28,09,643	1	0.00000031
1,28,720	1	0.00000031
1,288	1	0.00000031
1,3	1	0.00000031
1,30,60,542	1	0.00000031
1,300	1	0.00000031
1,313	1	0.00000031
1,325.34	1	0.00000031
1,334	1	0.00000031
1,341	1	0.00000031
1,37,794	1	0.00000031
1,373	1	0.00000031
1,38,423	1	0.00000031
1,39,700	1	0.00000031
1,40,167	1	0.00000031
1,42,400)	1	0.00000031
1,45,26,609	1	0.00000031
1,45,779	1	0.00000031
1,450"	1	0.00000031
1,46,00,000	1	0.00000031
1,48,200	1	0.00000031
1,480	1	0.00000031
1,49,348	1	0.00000031
1,49,500ની	1	0.00000031
1,5	1	0.00000031
1,5-2	1	0.00000031
1,50,000	1	0.00000031
1,50,00થી	1	0.00000031
1,50,055	1	0.00000031
1,500	1	0.00000031
1,515	1	0.00000031
1,54,330	1	0.00000031
1,56,385	1	0.00000031
1,587	1	0.00000031
1,59,039	1	0.00000031
1,59,278	1	0.00000031
1,60,000	1	0.00000031
1,606,	1	0.00000031
1,62,378	1	0.00000031
1,634	1	0.00000031
1,64,793	1	0.00000031
1,65,238	1	0.00000031
1,65,325	1	0.00000031
1,69,51,731	1	0.00000031
1,72,	1	0.00000031
1,75,649	1	0.00000031
1,762	1	0.00000031
1,783	1	0.00000031
1,79,324	1	0.00000031
1,797	1	0.00000031
1,80,551	1	0.00000031
1,845	1	0.00000031
1,93,500	1	0.00000031
1,936.5	1	0.00000031
1,938	1	0.00000031
1,94,035	1	0.00000031
1-0ની	1	0.00000031
1-1,	1	0.00000031
1-1.5	1	0.00000031
1-17"	1	0.00000031
1-1થી	1	0.00000031
1-2%	1	0.00000031
1-2-3	1	0.00000031
1-3"	1	0.00000031
1-4),	1	0.00000031
1-406-761-7924"	1	0.00000031
1-45	1	0.00000031
1-800-643-1665	1	0.00000031
1-800-643-1665)."	1	0.00000031
1-9	1	0.00000031
1-કલાકની	1	0.00000031
1-મિનિટની	1	0.00000031
1.)	1	0.00000031
1..."	1	0.00000031
1.0-સોન	1	0.00000031
1.24	1	0.00000031
1.24%	1	0.00000031
1.2ની	1	0.00000031
1.36	1	0.00000031
1.4GHz	1	0.00000031
1.5.2"",	1	0.00000031
1.5GB	1	0.00000031
1.65	1	0.00000031
1.66	1	0.00000031
1.75""	1	0.00000031
1.76	1	0.00000031
1.76."	1	0.00000031
1.78%	1	0.00000031
1.79	1	0.00000031
1.7ની	1	0.00000031
1.86	1	0.00000031
1.88	1	0.00000031
1.95	1	0.00000031
1/	1	0.00000031
1/18	1	0.00000031
1/3;"	1	0.00000031
1/4;"	1	0.00000031
1/6	1	0.00000031
10'0"")	1	0.00000031
10)	1	0.00000031
10)માં	1	0.00000031
10,000/-	1	0.00000031
10,000થી	1	0.00000031
10,000ના	1	0.00000031
10,000ની	1	0.00000031
10,011.20	1	0.00000031
10,023.70	1	0.00000031
10,044.10	1	0.00000031
10,082	1	0.00000031
10,090	1	0.00000031
10,096.40	1	0.00000031
10,104.45	1	0.00000031
10,17,234	1	0.00000031
10,184.85	1	0.00000031
10,197	1	0.00000031
10,33,432	1	0.00000031
10,377"	1	0.00000031
10,382	1	0.00000031
10,500	1	0.00000031
10,683	1	0.00000031
10,783.90	1	0.00000031
10,990	1	0.00000031
10,૦૦૦	1	0.00000031
10-14	1	0.00000031
10-20	1	0.00000031
10-20%	1	0.00000031
10-59	1	0.00000031
10-કે	1	0.00000031
10-મિનિટની	1	0.00000031
10.0."""	1	0.00000031
10.12	1	0.00000031
10.12.2018	1	0.00000031
10.5%	1	0.00000031
10/	1	0.00000031
100,	1	0.00000031
100,000	1	0.00000031
100,000"	1	0.00000031
100,000)."	1	0.00000031
100-125	1	0.00000031
100-200	1	0.00000031
100-500	1	0.00000031
100-મિલીગ્રામ	1	0.00000031
100.02	1	0.00000031
100.3	1	0.00000031
1000)"	1	0.00000031
1000-1500	1	0.00000031
1000ના	1	0.00000031
1000ની	1	0.00000031
1000વાર	1	0.00000031
1003	1	0.00000031
100Mbpsની	1	0.00000031
100ને	1	0.00000031
100માંથી	1	0.00000031
101.77	1	0.00000031
1010"	1	0.00000031
1010.42	1	0.00000031
101નો	1	0.00000031
102,	1	0.00000031
102."	1	0.00000031
102માં	1	0.00000031
103,000	1	0.00000031
103.48	1	0.00000031
1033	1	0.00000031
1033ભેંસ,	1	0.00000031
103એ	1	0.00000031
103ના	1	0.00000031
103નુ	1	0.00000031
103નું	1	0.00000031
104.45	1	0.00000031
1040	1	0.00000031
10400ની	1	0.00000031
10440	1	0.00000031
10440ની	1	0.00000031
105,	1	0.00000031
105-હોર્સપાવર	1	0.00000031
105Nm	1	0.00000031
106,	1	0.00000031
106,25	1	0.00000031
108ને	1	0.00000031
108માં	1	0.00000031
109,	1	0.00000031
109.52	1	0.00000031
1095-સી	1	0.00000031
10:	1	0.00000031
10:02	1	0.00000031
10:22	1	0.00000031
10:25	1	0.00000031
10:26	1	0.00000031
10:30:20	1	0.00000031
10:32	1	0.00000031
10:32pm	1	0.00000031
10:33	1	0.00000031
10:36	1	0.00000031
10:37	1	0.00000031
10:44	1	0.00000031
10:47	1	0.00000031
10:48	1	0.00000031
10:58	1	0.00000031
10pm-5am	1	0.00000031
10ની	1	0.00000031
10માંની	1	0.00000031
10માની	1	0.00000031
10મો	1	0.00000031
10મોતને	1	0.00000031
10રૂપિયા	1	0.00000031
11%	1	0.00000031
11'	1	0.00000031
11,000ની	1	0.00000031
11,039.05	1	0.00000031
11,150ને	1	0.00000031
11,498લોકોએ	1	0.00000031
11,499	1	0.00000031
11,500	1	0.00000031
11,616	1	0.00000031
11,776	1	0.00000031
11,800નો	1	0.00000031
11,81,212	1	0.00000031
11,867	1	0.00000031
11,880	1	0.00000031
11,933	1	0.00000031
11-11	1	0.00000031
11-11,	1	0.00000031
11-3"	1	0.00000031
11-5	1	0.00000031
11-9	1	0.00000031
11.11	1	0.00000031
11.11.11	1	0.00000031
11.20	1	0.00000031
11.82	1	0.00000031
11.પ6	1	0.00000031
110-ડેસીબલ	1	0.00000031
1100થી	1	0.00000031
1101	1	0.00000031
1103	1	0.00000031
1107	1	0.00000031
1107-1110."	1	0.00000031
111.60	1	0.00000031
111.60નો	1	0.00000031
111નુ	1	0.00000031
11208003213018	1	0.00000031
1123	1	0.00000031
1123ના	1	0.00000031
112:	1	0.00000031
112થી	1	0.00000031
1133	1	0.00000031
1133-1145	1	0.00000031
1138	1	0.00000031
1138દર્દી	1	0.00000031
114"	1	0.00000031
114,	1	0.00000031
1145	1	0.00000031
1155	1	0.00000031
1155,	1	0.00000031
116.76	1	0.00000031
116.76(0.36	1	0.00000031
116:	1	0.00000031
116નો	1	0.00000031
117440594	1	0.00000031
11999	1	0.00000031
119માંથી	1	0.00000031
11:04	1	0.00000031
11:11	1	0.00000031
11ના	1	0.00000031
11ની	1	0.00000031
11સીએમ	1	0.00000031
12"	1	0.00000031
12""	1	0.00000031
12%;	1	0.00000031
12)."	1	0.00000031
12,000-12,200ની	1	0.00000031
12,0000	1	0.00000031
12,000થી	1	0.00000031
12,020	1	0.00000031
12,141ને	1	0.00000031
12,495	1	0.00000031
12,500	1	0.00000031
12,514	1	0.00000031
12,690	1	0.00000031
12,900	1	0.00000031
12,976	1	0.00000031
12-0-7673	1	0.00000031
12-02-2020	1	0.00000031
12-12	1	0.00000031
12-14	1	0.00000031
12-15	1	0.00000031
12-26	1	0.00000031
12-30	1	0.00000031
12-ઇંચ	1	0.00000031
12-કલાક	1	0.00000031
12.01	1	0.00000031
12.01.2019ના	1	0.00000031
12.06	1	0.00000031
12.06.2020	1	0.00000031
12.1નું	1	0.00000031
12.3	1	0.00000031
12.8	1	0.00000031
12.8%	1	0.00000031
12.9	1	0.00000031
12/71	1	0.00000031
120,રૂ.	1	0.00000031
120-130	1	0.00000031
120/80	1	0.00000031
120થી	1	0.00000031
122,	1	0.00000031
12200	1	0.00000031
12200થી	1	0.00000031
1222	1	0.00000031
122માં	1	0.00000031
123%	1	0.00000031
124.20	1	0.00000031
1240	1	0.00000031
1246માં	1	0.00000031
125"""	1	0.00000031
1258	1	0.00000031
1258GBની	1	0.00000031
125cc	1	0.00000031
125થી	1	0.00000031
126.2	1	0.00000031
1287	1	0.00000031
1287,	1	0.00000031
129,999	1	0.00000031
129માં	1	0.00000031
12:00થી	1	0.00000031
12:09	1	0.00000031
12:16	1	0.00000031
12:20	1	0.00000031
12:27	1	0.00000031
12:28	1	0.00000031
12:30	1	0.00000031
12:39	1	0.00000031
12:42	1	0.00000031
12:54	1	0.00000031
12:55	1	0.00000031
12A	1	0.00000031
12AA	1	0.00000031
12MP	1	0.00000031
12એ	1	0.00000031
12નાં	1	0.00000031
12ને	1	0.00000031
12નો	1	0.00000031
12પેસેન્જર,	1	0.00000031
12માંથી	1	0.00000031
13%નો	1	0.00000031
13'ની	1	0.00000031
13,000;	1	0.00000031
13,336	1	0.00000031
13,339	1	0.00000031
13,466.30ના	1	0.00000031
13,47,15,313	1	0.00000031
13,571	1	0.00000031
13,643એ	1	0.00000031
13,85,706	1	0.00000031
13,999	1	0.00000031
13-05-2018ઓનલાઈન	1	0.00000031
13-11	1	0.00000031
13-12	1	0.00000031
13-15,	1	0.00000031
13-53	1	0.00000031
13.0	1	0.00000031
13.3	1	0.00000031
13.909	1	0.00000031
13/એ,	1	0.00000031
130-140	1	0.00000031
1300ની	1	0.00000031
130mm	1	0.00000031
130th	1	0.00000031
131%	1	0.00000031
1314	1	0.00000031
1314ના	1	0.00000031
13437	1	0.00000031
13437ના	1	0.00000031
134થી	1	0.00000031
134મા	1	0.00000031
134મી	1	0.00000031
135મા	1	0.00000031
136-146	1	0.00000031
136-146,	1	0.00000031
1364	1	0.00000031
1364નો	1	0.00000031
136થી	1	0.00000031
136ને	1	0.00000031
137,	1	0.00000031
139,	1	0.00000031
13;	1	0.00000031
13થી	1	0.00000031
13નો	1	0.00000031
13મા	1	0.00000031
13મો	1	0.00000031
13’માં	1	0.00000031
14'	1	0.00000031
14):	1	0.00000031
14,11,954"	1	0.00000031
14,19,842	1	0.00000031
14,199	1	0.00000031
14,529	1	0.00000031
14,644.70	1	0.00000031
14,92,409	1	0.00000031
14-15	1	0.00000031
14-માળની	1	0.00000031
14.58	1	0.00000031
14.80	1	0.00000031
14/04/2018	1	0.00000031
14/એ,	1	0.00000031
140,	1	0.00000031
140,000	1	0.00000031
14001	1	0.00000031
14001,	1	0.00000031
1404	1	0.00000031
142મી	1	0.00000031
1442	1	0.00000031
1442-1474	1	0.00000031
14476	1	0.00000031
144થી	1	0.00000031
144ના	1	0.00000031
144નો	1	0.00000031
144મી	1	0.00000031
1450-	1	0.00000031
147,	1	0.00000031
1474	1	0.00000031
14768	1	0.00000031
14768ની	1	0.00000031
14915	1	0.00000031
14915ની	1	0.00000031
1499	1	0.00000031
149ના	1	0.00000031
14:	1	0.00000031
14A	1	0.00000031
14ડો.	1	0.00000031
14ને	1	0.00000031
14માર્ચ,	1	0.00000031
14મું	1	0.00000031
14મેએ	1	0.00000031
14’ની	1	0.00000031
15%	1	0.00000031
15,000ના	1	0.00000031
15,036	1	0.00000031
15,269	1	0.00000031
15,270	1	0.00000031
15,300	1	0.00000031
15,301	1	0.00000031
15,590	1	0.00000031
15,700	1	0.00000031
15-08-2021	1	0.00000031
15-16	1	0.00000031
15-વર્ષનાં	1	0.00000031
15/એ	1	0.00000031
150+ને	1	0.00000031
150,	1	0.00000031
1500થી	1	0.00000031
1500ની	1	0.00000031
1505	1	0.00000031
150માં	1	0.00000031
1517	1	0.00000031
1517માં	1	0.00000031
1522	1	0.00000031
1522માં	1	0.00000031
153ની	1	0.00000031
153મી	1	0.00000031
154,	1	0.00000031
156.75	1	0.00000031
1564	1	0.00000031
156ની	1	0.00000031
157:	1	0.00000031
1584	1	0.00000031
1584,	1	0.00000031
159મી	1	0.00000031
15:	1	0.00000031
15b	1	0.00000031
15મીએ	1	0.00000031
15મે	1	0.00000031
16"	1	0.00000031
16%	1	0.00000031
16(4)	1	0.00000031
16,203	1	0.00000031
16,21	1	0.00000031
16,38,832	1	0.00000031
16,383	1	0.00000031
16,475	1	0.00000031
16,628	1	0.00000031
16,717	1	0.00000031
16,734	1	0.00000031
16,947	1	0.00000031
16-10-2020ના	1	0.00000031
16-17	1	0.00000031
16-3-2017	1	0.00000031
16-3-2017,	1	0.00000031
16-40	1	0.00000031
16-48	1	0.00000031
16/20	1	0.00000031
16/6/2017ના	1	0.00000031
1620-	1	0.00000031
1620mm	1	0.00000031
162નના	1	0.00000031
165,000	1	0.00000031
1650થી	1	0.00000031
1651	1	0.00000031
166,	1	0.00000031
167પ	1	0.00000031
169.17	1	0.00000031
169ના	1	0.00000031
16GB	1	0.00000031
16Xરિવોર્ડ	1	0.00000031
16મતદાર	1	0.00000031
16મીએ	1	0.00000031
16મીએથી	1	0.00000031
16મેના	1	0.00000031
16મો	1	0.00000031
16વર્ષના	1	0.00000031
17,000	1	0.00000031
17,000,	1	0.00000031
17,14,083	1	0.00000031
17,296	1	0.00000031
17,300	1	0.00000031
17,387	1	0.00000031
17,39,975	1	0.00000031
17,419	1	0.00000031
17,820"	1	0.00000031
17,871	1	0.00000031
17,900	1	0.00000031
17,947	1	0.00000031
17-17	1	0.00000031
17.95	1	0.00000031
17.95ના	1	0.00000031
17093)	1	0.00000031
170થી	1	0.00000031
170નાં	1	0.00000031
170માં	1	0.00000031
170માંથી	1	0.00000031
172,	1	0.00000031
1727	1	0.00000031
1728	1	0.00000031
1732	1	0.00000031
1732માં	1	0.00000031
174,	1	0.00000031
1741	1	0.00000031
175,500	1	0.00000031
1751	1	0.00000031
177,	1	0.00000031
177,184,134	1	0.00000031
178	1	0.00000031
1787.95	1	0.00000031
179થી	1	0.00000031
17ડિસેમ્બર	1	0.00000031
17મીએ	1	0.00000031
17મીી	1	0.00000031
17મે	1	0.00000031
18%	1	0.00000031
18'	1	0.00000031
18+ને	1	0.00000031
18,600	1	0.00000031
18,883નો	1	0.00000031
18,918	1	0.00000031
18-15કલાક"	1	0.00000031
18-21,	1	0.00000031
18-44	1	0.00000031
18-45	1	0.00000031
18.	1	0.00000031
18.06	1	0.00000031
18.10	1	0.00000031
18.10.62	1	0.00000031
18.3	1	0.00000031
180,	1	0.00000031
180,000	1	0.00000031
18001	1	0.00000031
1801	1	0.00000031
1801માં	1	0.00000031
180º	1	0.00000031
180થી	1	0.00000031
181,	1	0.00000031
181/8,	1	0.00000031
1812	1	0.00000031
181ને	1	0.00000031
182)"	1	0.00000031
182માંથી	1	0.00000031
1839	1	0.00000031
1839માં	1	0.00000031
184.85	1	0.00000031
185,	1	0.00000031
1857	1	0.00000031
1857ની	1	0.00000031
185થી	1	0.00000031
185માં	1	0.00000031
186,	1	0.00000031
1860”	1	0.00000031
1864એ	1	0.00000031
1864માં	1	0.00000031
1875	1	0.00000031
1875ના	1	0.00000031
188,	1	0.00000031
1890ની	1	0.00000031
1892	1	0.00000031
1892માં	1	0.00000031
1896ના	1	0.00000031
1896માં	1	0.00000031
18Z	1	0.00000031
18થી44	1	0.00000031
18ને	1	0.00000031
18’નું	1	0.00000031
19"	1	0.00000031
19""	1	0.00000031
19%	1	0.00000031
19)ના	1	0.00000031
19,209	1	0.00000031
19,641	1	0.00000031
19,786"	1	0.00000031
19,920	1	0.00000031
19-19	1	0.00000031
19-20	1	0.00000031
19-22	1	0.00000031
19."	1	0.00000031
190""	1	0.00000031
190,	1	0.00000031
1901	1	0.00000031
1901માં	1	0.00000031
1906	1	0.00000031
1906-7માં	1	0.00000031
1907ના	1	0.00000031
1909	1	0.00000031
1909-19	1	0.00000031
190માં	1	0.00000031
1911	1	0.00000031
1911માં:	1	0.00000031
1915થી	1	0.00000031
1915નો	1	0.00000031
192.00	1	0.00000031
1921,	1	0.00000031
1921માં	1	0.00000031
1924ના	1	0.00000031
1924માં	1	0.00000031
1926	1	0.00000031
1926માં	1	0.00000031
1927માં	1	0.00000031
1929."	1	0.00000031
1929થી	1	0.00000031
1929માં	1	0.00000031
192માંથી	1	0.00000031
1933માં	1	0.00000031
1934	1	0.00000031
1934,	1	0.00000031
1938	1	0.00000031
1938ના	1	0.00000031
1944	1	0.00000031
1944માં	1	0.00000031
1945માં	1	0.00000031
1947ની	1	0.00000031
1948ના	1	0.00000031
1948માં	1	0.00000031
1949	1	0.00000031
1949માં	1	0.00000031
1951-53	1	0.00000031
1952/53)"	1	0.00000031
1953	1	0.00000031
1953-1963માં	1	0.00000031
1955”.	1	0.00000031
1957માં	1	0.00000031
1958,	1	0.00000031
1958થી	1	0.00000031
1958માં	1	0.00000031
1959થી	1	0.00000031
1959ના	1	0.00000031
1960ના	1	0.00000031
1961થી	1	0.00000031
1961ના	1	0.00000031
1961ની	1	0.00000031
1961માં,	1	0.00000031
1963માં	1	0.00000031
1967	1	0.00000031
1967માં	1	0.00000031
196ની	1	0.00000031
1970થી	1	0.00000031
1970માં	1	0.00000031
1972ના	1	0.00000031
1972માં..."	1	0.00000031
1973)	1	0.00000031
1975ની	1	0.00000031
1977થી	1	0.00000031
1977ની	1	0.00000031
1979ના	1	0.00000031
1979માં	1	0.00000031
1980ની	1	0.00000031
1981ના	1	0.00000031
1982થી	1	0.00000031
1982માં	1	0.00000031
1983ના	1	0.00000031
1983માં	1	0.00000031
1984થી	1	0.00000031
1985-1992	1	0.00000031
1988ના	1	0.00000031
1988ની	1	0.00000031
1988માં	1	0.00000031
1989-90ની	1	0.00000031
1989ના	1	0.00000031
